factor,family,eligible_weeks,mean_rank_ic,median_rank_ic,ic_std,icir,annualized_icir,positive_ic_ratio,negative_ic_ratio,direction,q1,q2,q3,q4,q5,q5_q1,direction_adjusted_top_bottom,monotonicity,coverage,missing_rate,average_stocks_per_eligible_week,minimum_stocks_per_eligible_week,early_mean_ic,late_mean_ic,low_vix_mean_ic,high_vix_mean_ic,max_abs_correlation,evidence_score,evidence_flag,final_role,selection_reason
cs_rank_ret20,cross_sectional_rank,313,0.017586068128646267,0.020024062478525406,0.15078642444441528,0.11662898827559279,0.8410235948662764,0.5463258785942492,0.4536741214057508,positive,0.0002372351019862189,0.0006875484336560152,0.0007222103312121268,0.0009875212699196234,0.0009078043503597923,0.0006705692483735734,0.0006705692483735734,0.8999999999999998,0.9996156925540433,0.00038430744595674415,99.72204472843451,97,0.02430470317390859,0.01091022693717543,0.023159598108529085,0.01197681039248215,1.0,6,Strong,candidate,Duplicate rank representation excluded from default sets
cs_rank_ret60,cross_sectional_rank,313,-0.004605679555498138,-0.013549395587806521,0.14980330399397224,-0.030744846293132896,-0.22170423953229923,0.46645367412140576,0.5335463258785943,negative,0.0005831830509718165,0.0008332890781951113,0.0009848463765441279,0.000624184609877928,0.000508101541839677,-7.50815091321395e-05,7.50815091321395e-05,-0.3,0.9988150520416333,0.0011849479583666556,99.64217252396166,97,0.008142222936605213,-0.017272385216441595,-0.0009518237158138819,-0.008282957548000878,1.0,2,Weak,candidate,Duplicate rank representation excluded from default sets
cs_rank_vol20,cross_sectional_rank,313,-0.005376186996867789,0.013580872986480839,0.17426253356789267,-0.030851077892616697,-0.22247028649032602,0.5175718849840255,0.48242811501597443,negative,0.0007721923893284641,0.0007662500229211267,0.0008700736325744283,0.0007174043487466042,0.00042799008130661205,-0.00034420230802185205,0.00034420230802185205,-0.7,0.9996156925540433,0.00038430744595674415,99.72204472843451,97,0.013975222338438597,-0.02460433894787286,-0.0005211542568500472,-0.010262341741629228,1.0,3,Weak,candidate,Duplicate rank representation excluded from default sets
cs_rank_amihud20,cross_sectional_rank,313,0.00794365116886188,0.011389138913891388,0.17416900930299273,0.04560886693133062,0.328890216673453,0.5271565495207667,0.4728434504792332,positive,0.0007260077608840998,0.0005189523545754921,0.001030904715700592,0.00035591876564665235,0.0009161122904742955,0.00019010452959019567,0.00019010452959019567,0.09999999999999999,0.9989431545236189,0.0010568454763810742,99.65495207667732,96,0.028114812312385735,-0.01209903124126373,0.012668808531370576,0.003188204336080698,1.0,3,Weak,candidate,Duplicate rank representation excluded from default sets
return_autocorr_20,persistence,313,-0.00092201898676424,-0.007891025836910221,0.120071200276854,-0.007678935370332736,-0.05537359043741747,0.4696485623003195,0.5303514376996805,negative,0.0004874080699746428,0.0010172989171436727,0.0005511695418087849,0.0009692983069224605,0.0005160157702808965,2.8607700306253626e-05,2.8607700306253626e-05,0.09999999999999999,0.9995836669335468,0.00041633306645316726,99.71884984025559,97,0.004865216573453812,-0.006672393173987271,0.0009535593631561684,-0.0028096202748251627,0.07027902790279028,1,Weak,candidate,Development-only evidence ordering; compact core also applies family diversity and redundancy
revenue_growth_yoy,fundamental,313,-0.007912590315705448,-0.01757224658216166,0.15044054670353177,-0.05259612843137648,-0.3792760759004345,0.4536741214057508,0.5463258785942492,negative,0.0006622736285402545,0.0012881271721256193,0.0009408109150101396,0.0006987922026903438,0.0006577496585500572,-4.523969990197305e-06,4.523969990197305e-06,-0.39999999999999997,0.610408326661329,0.38959167333867095,60.894568690095845,45,-0.014365593217198689,-0.0015006893435210765,-0.008442110977517459,-0.007379675290676689,0.4212428173686393,4,Moderate,candidate,Development-only evidence ordering; compact core also applies family diversity and redundancy
gross_margin_change_yoy,fundamental,313,-0.011992219139303416,-0.0207638002393171,0.13572581620168478,-0.08835621309864376,-0.6371457136659661,0.45686900958466453,0.5399361022364217,negative,0.0009509908013717154,0.0008449184302359202,0.0009019690043567234,0.0006856712959192499,0.000783978769693899,-0.00016701203167781642,0.00016701203167781642,-0.7999999999999999,0.5743795036028823,0.42562049639711774,57.30031948881789,42,-0.02373153976744016,-0.00032767125402104907,-0.02255317580992357,-0.0013635640284869787,0.05470185468316621,5,Moderate,optional_fundamental,Development-only evidence ordering; compact core also applies family diversity and redundancy
operating_profitability,fundamental,313,0.004534880131153525,-0.0019364444323463307,0.14934677125071996,0.03036476847256692,0.21896345939086476,0.4952076677316294,0.5047923322683706,positive,0.0006845624584271577,0.0004337439529816234,0.0006605064510779973,0.0006651583230183717,0.000919432151702627,0.00023486969327546933,0.00023486969327546933,0.39999999999999997,0.7294475580464371,0.27055244195356287,72.76996805111821,62,-0.0011853535327341846,0.010218679185717108,0.0060810794017379915,0.0029787693267832624,0.6619763738257469,2,Weak,candidate,Development-only evidence ordering; compact core also applies family diversity and redundancy
cashflow_to_assets,fundamental,313,0.00032024531113423175,0.001594821522463707,0.15968519988363788,0.002005478975932607,0.014461714559180052,0.5047923322683706,0.4952076677316294,positive,0.0005665469629907054,0.0008251340396165216,0.00041577615904911516,0.000729541234456423,0.000920468553830595,0.0003539215908398896,0.0003539215908398896,0.49999999999999994,0.6519775820656525,0.3480224179343475,65.04153354632588,36,-0.002578385085115317,0.0032004130933949303,0.004037013180739754,-0.003420347993532872,0.6619763738257469,2,Weak,candidate,Development-only evidence ordering; compact core also applies family diversity and redundancy
debt_to_assets,fundamental,313,-0.001904125225270342,0.0009819198723931479,0.139853950800795,-0.013615097852920421,-0.0981798668583285,0.5047923322683706,0.4952076677316294,negative,0.00037427122835838333,0.0010191678530724346,0.0009161290836120168,0.0009951156646412543,0.00041534485753884094,4.10736291804576e-05,4.10736291804576e-05,0.09999999999999999,0.5295756605284228,0.47042433947157725,52.83067092651757,48,0.0006611684232284548,-0.004453079423778701,0.0064483292676643985,-0.010310121093159793,0.1546264113722367,1,Weak,candidate,Development-only evidence ordering; compact core also applies family diversity and redundancy
asset_growth_yoy,fundamental,313,-0.0020350482815954586,-0.0002782045688833218,0.1239582012155869,-0.016417213719132004,-0.1183862117291626,0.4984025559105431,0.5015974440894568,negative,0.0007755753327717856,0.0005296498029903023,0.0010464821459234756,0.0006357259289531903,0.0004698416848518698,-0.00030573364791991583,0.00030573364791991583,-0.49999999999999994,0.7949079263410729,0.20509207365892712,79.30031948881789,68,-1.0138475652301014e-06,-0.004056127082287915,-0.0017462715591814197,-0.002325676136845484,0.4212428173686393,3,Weak,candidate,Development-only evidence ordering; compact core also applies family diversity and redundancy
