candidate_id,hyperparameters,validation_mean_rank_ic,validation_median_rank_ic,validation_rank_ic_std,validation_positive_ic_ratio,validation_negative_ic_ratio,validation_icir,validation_annualized_icir,validation_ndcg5,validation_ndcg10,validation_ndcg20,validation_top5_return,validation_top10_return,validation_top5_bottom5_spread,validation_top10_bottom10_spread,validation_number_of_dates,factor_set_name
2,"{""colsample_bytree"": 0.85, ""gamma"": 0.1, ""learning_rate"": 0.03, ""max_depth"": 5, ""min_child_weight"": 10, ""n_estimators"": 400, ""reg_alpha"": 1.0, ""reg_lambda"": 10.0, ""subsample"": 0.7}",-0.0033366927973006036,-0.012007200720072006,0.16202892023461107,0.4423076923076923,0.5576923076923077,-0.02059319282304179,-0.14849962529798838,0.49289720601238496,0.4840011001902296,0.5097618318208502,-0.001425802861619838,-0.0010621328089878126,-0.0012424932126530036,-0.000911735365419362,104,top_3
1,"{""colsample_bytree"": 1.0, ""gamma"": 0.1, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 400, ""reg_alpha"": 0.0, ""reg_lambda"": 5.0, ""subsample"": 0.85}",-0.005107057001601188,-0.00915397032094168,0.16162299430612356,0.47115384615384615,0.5288461538461539,-0.03159857929576604,-0.22786059576539847,0.48876668020273684,0.4804211010661194,0.5015417333389963,-0.0014473188038803507,-0.0012319689432375943,-0.000617137560399123,-0.0007915213109212915,104,top_3
0,"{""colsample_bytree"": 0.85, ""gamma"": 0.0, ""learning_rate"": 0.05, ""max_depth"": 2, ""min_child_weight"": 5, ""n_estimators"": 200, ""reg_alpha"": 0.1, ""reg_lambda"": 5.0, ""subsample"": 0.85}",-0.0031195251566373647,-0.012999487829756722,0.17065624611823926,0.4519230769230769,0.5480769230769231,-0.018279583827690668,-0.131815953569762,0.5045622291571846,0.49677526392382565,0.5107840375544186,-0.0011638699420196993,-0.0012292026258279006,-0.0016463006099105954,-0.0013946956649403294,104,top_5
1,"{""colsample_bytree"": 1.0, ""gamma"": 0.1, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 400, ""reg_alpha"": 0.0, ""reg_lambda"": 5.0, ""subsample"": 0.85}",-0.009257737089939684,-0.019592018320275937,0.18301195097466022,0.4230769230769231,0.5769230769230769,-0.05058542374219872,-0.3647766781871419,0.49669179902657284,0.4846168176035588,0.5106115993624876,-0.0017709856336621894,-0.002147715032524199,-0.0022873808074324524,-0.002524010059286988,104,top_5
2,"{""colsample_bytree"": 0.85, ""gamma"": 0.1, ""learning_rate"": 0.03, ""max_depth"": 5, ""min_child_weight"": 10, ""n_estimators"": 400, ""reg_alpha"": 1.0, ""reg_lambda"": 10.0, ""subsample"": 0.7}",-0.00948914370003513,-0.017686895739182404,0.18993065603011788,0.4230769230769231,0.5769230769230769,-0.049961095793458477,-0.3602745853233655,0.4779234167505472,0.48724275799631767,0.5080683208475444,-0.003261361804095537,-0.0009162538097935879,-0.0035378408612393784,-0.0008774743393765831,104,top_5
0,"{""colsample_bytree"": 0.85, ""gamma"": 0.0, ""learning_rate"": 0.05, ""max_depth"": 2, ""min_child_weight"": 5, ""n_estimators"": 200, ""reg_alpha"": 0.1, ""reg_lambda"": 5.0, ""subsample"": 0.85}",-0.0018147191586003304,-0.012758164035990081,0.1848044271998769,0.46153846153846156,0.5384615384615384,-0.009819673619818666,-0.07081067348915455,0.4847520919331017,0.48397334924531293,0.5089734345051001,-0.001677087201431036,-0.001773081865948586,-0.0017134512285967355,-0.001766629792388865,104,top_8
1,"{""colsample_bytree"": 1.0, ""gamma"": 0.1, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 400, ""reg_alpha"": 0.0, ""reg_lambda"": 5.0, ""subsample"": 0.85}",-0.0026492350705972093,-0.023543675624144687,0.18828778365499457,0.4519230769230769,0.5480769230769231,-0.01407013784522252,-0.1014612069075924,0.4983579243691138,0.4942078784034246,0.5112418578957614,-0.00199029295058707,-0.0013410942251861405,-0.0018020296806123379,-0.001065347109275656,104,top_8
2,"{""colsample_bytree"": 0.85, ""gamma"": 0.1, ""learning_rate"": 0.03, ""max_depth"": 5, ""min_child_weight"": 10, ""n_estimators"": 400, ""reg_alpha"": 1.0, ""reg_lambda"": 10.0, ""subsample"": 0.7}",-0.004871585182238603,-0.03846113447969593,0.19255263420145588,0.46153846153846156,0.5384615384615384,-0.025300018368701025,-0.18244102699706466,0.48857432214119645,0.4926714255473694,0.5098521698211033,-0.001973199409286632,-0.0010578189716523557,-0.002038038769938413,-0.0012403292538174212,104,top_8
0,"{""colsample_bytree"": 0.85, ""gamma"": 0.0, ""learning_rate"": 0.05, ""max_depth"": 2, ""min_child_weight"": 5, ""n_estimators"": 200, ""reg_alpha"": 0.1, ""reg_lambda"": 5.0, ""subsample"": 0.85}",0.000244937440075276,-0.019169348098610733,0.18231663163758022,0.4807692307692308,0.5192307692307693,0.0013434728245867176,0.009687920312479696,0.4862973479817168,0.4886040502351269,0.512872550374728,-0.0029153437402883115,-0.0017045176527146872,-0.0028190042074061543,-0.0017734361980266998,104,top_10
1,"{""colsample_bytree"": 1.0, ""gamma"": 0.1, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 400, ""reg_alpha"": 0.0, ""reg_lambda"": 5.0, ""subsample"": 0.85}",-0.0012855360438825169,-0.013195319531953194,0.18982750963552505,0.47115384615384615,0.5288461538461539,-0.00677212721354659,-0.0488345038248146,0.4746190341468339,0.4862454427656325,0.5083964650186608,-0.003851906996721446,-0.001646543426172828,-0.003623978801598583,-0.0016576993741157832,104,top_10
