model_id,model_type,refit_date,factor_set_name,number_of_features,feature_list,objective,n_relevance_bins,hyperparameters,train_start,train_end,number_of_train_dates,number_of_train_rows,train_mean_rank_ic,train_median_rank_ic,train_rank_ic_std,train_positive_ic_ratio,train_negative_ic_ratio,train_icir,train_annualized_icir,train_ndcg5,train_ndcg10,train_ndcg20,train_top5_return,train_top10_return,train_bottom5_return,train_bottom10_return,train_top5_bottom5_spread,train_top10_bottom10_spread,train_number_of_dates,train_prediction_score_std,oos_mean_rank_ic,oos_median_rank_ic,oos_rank_ic_std,oos_positive_ic_ratio,oos_negative_ic_ratio,oos_icir,oos_annualized_icir,oos_ndcg5,oos_ndcg10,oos_ndcg20,oos_top5_return,oos_top10_return,oos_bottom5_return,oos_bottom10_return,oos_top5_bottom5_spread,oos_top10_bottom10_spread,oos_number_of_dates,oos_prediction_score_std,number_of_oos_dates,train_oos_rank_ic_gap,prediction_score_std
xgbranker_20191101,XGBRanker,2019-11-01,moderate_and_strong,20,"[""signed_volume_pressure_20"", ""return_volume_corr_20"", ""volume_cv_20"", ""ret_1d"", ""ret_5d"", ""vol_ratio_5_20"", ""overnight_gap"", ""volume_zscore_20"", ""close_location_value"", ""intraday_return"", ""ret_120d"", ""ema20_60_spread"", ""body_range_ratio"", ""ret_60d"", ""amihud_illiq_20"", ""breakout_position_60"", ""realized_vol_5"", ""rsi14_centered"", ""ema60_distance"", ""overnight_vol_20""]",rank:pairwise,10,"{""colsample_bytree"": 1.0, ""gamma"": 0.1, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 400, ""reg_alpha"": 0.0, ""reg_lambda"": 5.0, ""subsample"": 0.85}",2016-11-04,2019-10-18,155,15500,0.2255629612660975,0.2359315931593159,0.1281102459188728,0.9419354838709676,0.0580645161290322,1.7606941556332472,12.696546117090891,0.8697260632858681,0.8417491395128008,0.8128891709116587,0.0426075840330837,0.035164160627788,-0.0021535023986923,-0.0019345366444405,0.0447610864317761,0.0370986972722285,155,0.0984084445622659,-0.0198115811581158,-0.011005100510051,0.0750934561319459,0.4,0.6,-0.2638256670901533,-1.9024739409540803,0.513901891799693,0.5083789662474928,0.512850187079572,0.0005731964788762,-0.0005026354724233,0.0024543080479896,0.0036388604802708,-0.0018811115691133,-0.0041414959526942,5,0.1027889907360077,5,0.2453745424242133,0.1027889907360077
xgbranker_20191206,XGBRanker,2019-12-06,moderate_and_strong,20,"[""signed_volume_pressure_20"", ""return_volume_corr_20"", ""volume_cv_20"", ""ret_1d"", ""ret_5d"", ""vol_ratio_5_20"", ""overnight_gap"", ""volume_zscore_20"", ""close_location_value"", ""intraday_return"", ""ret_120d"", ""ema20_60_spread"", ""body_range_ratio"", ""ret_60d"", ""amihud_illiq_20"", ""breakout_position_60"", ""realized_vol_5"", ""rsi14_centered"", ""ema60_distance"", ""overnight_vol_20""]",rank:pairwise,10,"{""colsample_bytree"": 1.0, ""gamma"": 0.1, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 400, ""reg_alpha"": 0.0, ""reg_lambda"": 5.0, ""subsample"": 0.85}",2016-12-09,2019-11-22,155,15500,0.2221629451546233,0.2283108310831083,0.1365209014547622,0.9548387096774194,0.0451612903225806,1.6273181819579436,11.734758293088408,0.8697610631758096,0.8354779892291727,0.8055078286759055,0.0404590955690215,0.0334304416387723,-0.0038062203052763,-0.0025974891039175,0.0442653158742978,0.0360279307426899,155,0.092068536964155,-0.0063516351635163,0.0166996699669966,0.1183687006507516,0.5,0.5,-0.0536597523551173,-0.3869459770901501,0.6769016002702446,0.59956205224024,0.5834945802902178,0.0185009036042104,0.0142024082107769,0.0041559589661202,0.0047576212460476,0.0143449446380902,0.0094447869647292,4,0.0821410100907087,4,0.2285145803181396,0.0821410100907087
xgbranker_20200103,XGBRanker,2020-01-03,moderate_and_strong,20,"[""signed_volume_pressure_20"", ""return_volume_corr_20"", ""volume_cv_20"", ""ret_1d"", ""ret_5d"", ""vol_ratio_5_20"", ""overnight_gap"", ""volume_zscore_20"", ""close_location_value"", ""intraday_return"", ""ret_120d"", ""ema20_60_spread"", ""body_range_ratio"", ""ret_60d"", ""amihud_illiq_20"", ""breakout_position_60"", ""realized_vol_5"", ""rsi14_centered"", ""ema60_distance"", ""overnight_vol_20""]",rank:pairwise,10,"{""colsample_bytree"": 1.0, ""gamma"": 0.1, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 400, ""reg_alpha"": 0.0, ""reg_lambda"": 5.0, ""subsample"": 0.85}",2017-01-06,2019-12-20,155,15500,0.2317491148586039,0.2329672967296729,0.1215970024790567,0.9741935483870968,0.0258064516129032,1.9058785178402664,13.74348544175678,0.8693541947008446,0.842857675840883,0.8113600790954919,0.0422207342990129,0.0359891641980654,-0.0017702833119187,-0.0029797731207153,0.0439910176109317,0.0389689373187808,155,0.0956535185056348,0.0405760576057605,0.0054245424542454,0.124828217983676,0.6,0.4,0.3250551699061084,2.344006164902266,0.5642080144542604,0.5421514768515671,0.5457258803076003,0.0015328394641658,0.0003291801278494,0.0031599090224769,-0.0028569645659486,-0.001627069558311,0.003186144693798,5,0.0878898218274116,5,0.1911730572528433,0.0878898218274116
xgbranker_20200207,XGBRanker,2020-02-07,moderate_and_strong,20,"[""signed_volume_pressure_20"", ""return_volume_corr_20"", ""volume_cv_20"", ""ret_1d"", ""ret_5d"", ""vol_ratio_5_20"", ""overnight_gap"", ""volume_zscore_20"", ""close_location_value"", ""intraday_return"", ""ret_120d"", ""ema20_60_spread"", ""body_range_ratio"", ""ret_60d"", ""amihud_illiq_20"", ""breakout_position_60"", ""realized_vol_5"", ""rsi14_centered"", ""ema60_distance"", ""overnight_vol_20""]",rank:pairwise,10,"{""colsample_bytree"": 1.0, ""gamma"": 0.1, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 400, ""reg_alpha"": 0.0, ""reg_lambda"": 5.0, ""subsample"": 0.85}",2017-02-10,2020-01-24,155,15500,0.251424147750097,0.2626222622262226,0.1182648624449489,0.9741935483870968,0.0258064516129032,2.125941235226417,15.330380264464193,0.8531457055767657,0.8275399807186292,0.8087667432620133,0.0406149763849143,0.0351492751945153,-0.002145212686291,-0.0023789687155907,0.0427601890712054,0.0375282439101061,155,0.0893051104439843,-0.0244254425442544,-0.0206780678067806,0.0350260741292186,0.25,0.75,-0.6973502783710143,-5.028664371251557,0.405555421697006,0.4481134162137657,0.4778399144847466,-0.0263336272542548,-0.019416681055954,-0.0166530473628098,-0.0143901693902854,-0.009680579891445,-0.0050265116656686,4,0.076382840052247,4,0.2758495902943514,0.076382840052247
xgbranker_20200306,XGBRanker,2020-03-06,moderate_and_strong,20,"[""signed_volume_pressure_20"", ""return_volume_corr_20"", ""volume_cv_20"", ""ret_1d"", ""ret_5d"", ""vol_ratio_5_20"", ""overnight_gap"", ""volume_zscore_20"", ""close_location_value"", ""intraday_return"", ""ret_120d"", ""ema20_60_spread"", ""body_range_ratio"", ""ret_60d"", ""amihud_illiq_20"", ""breakout_position_60"", ""realized_vol_5"", ""rsi14_centered"", ""ema60_distance"", ""overnight_vol_20""]",rank:pairwise,10,"{""colsample_bytree"": 1.0, ""gamma"": 0.1, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 400, ""reg_alpha"": 0.0, ""reg_lambda"": 5.0, ""subsample"": 0.85}",2017-03-10,2020-02-21,155,15500,0.2405610093268479,0.2492769276927692,0.1214886368567312,0.9741935483870968,0.0258064516129032,1.980111190238607,14.278784855050654,0.8590471920481216,0.8369957456241474,0.8072755328963401,0.0416568715343642,0.0351211776040835,-0.0031422085353765,-0.0031327686859074,0.0447990800697407,0.0382539462899909,155,0.0926705028260907,-0.0332373237323732,-0.0919291929192919,0.1733946565979767,0.25,0.75,-0.1916859745536187,-1.3822672200807156,0.4240066577758936,0.4170252632699799,0.4546044360343231,-0.0451132667993868,-0.0696634209603123,0.022068764195917,0.0037028246346679,-0.0671820309953039,-0.0733662455949802,4,0.0668240897357463,4,0.2737983330592212,0.0668240897357463
xgbranker_20200403,XGBRanker,2020-04-03,moderate_and_strong,20,"[""signed_volume_pressure_20"", ""return_volume_corr_20"", ""volume_cv_20"", ""ret_1d"", ""ret_5d"", ""vol_ratio_5_20"", ""overnight_gap"", ""volume_zscore_20"", ""close_location_value"", ""intraday_return"", ""ret_120d"", ""ema20_60_spread"", ""body_range_ratio"", ""ret_60d"", ""amihud_illiq_20"", ""breakout_position_60"", ""realized_vol_5"", ""rsi14_centered"", ""ema60_distance"", ""overnight_vol_20""]",rank:pairwise,10,"{""colsample_bytree"": 1.0, ""gamma"": 0.1, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 400, ""reg_alpha"": 0.0, ""reg_lambda"": 5.0, ""subsample"": 0.85}",2017-04-07,2020-03-20,155,15500,0.2211462821664986,0.2267506750675067,0.1376854525301137,0.9483870967741936,0.0516129032258064,1.6061702823552169,11.582258620316416,0.8642741427278736,0.8306193883410438,0.7999384427444876,0.043223992331541,0.0351116102868555,-0.0053346890388056,-0.0052435611444304,0.0485586813703466,0.0403551714312859,155,0.0965879118250262,0.0660216021602159,0.1381098109810981,0.2877468060446467,0.75,0.25,0.2294433883306844,1.654539802884957,0.6059315035245226,0.5787094486751492,0.5751419806655156,0.0526786628410726,0.042362158498465,0.0062753610627653,0.0039355673498837,0.0464033017783072,0.0384265911485813,4,0.1086278650909662,4,0.1551246800062826,0.1086278650909662
xgbranker_20200501,XGBRanker,2020-05-01,moderate_and_strong,20,"[""signed_volume_pressure_20"", ""return_volume_corr_20"", ""volume_cv_20"", ""ret_1d"", ""ret_5d"", ""vol_ratio_5_20"", ""overnight_gap"", ""volume_zscore_20"", ""close_location_value"", ""intraday_return"", ""ret_120d"", ""ema20_60_spread"", ""body_range_ratio"", ""ret_60d"", ""amihud_illiq_20"", ""breakout_position_60"", ""realized_vol_5"", ""rsi14_centered"", ""ema60_distance"", ""overnight_vol_20""]",rank:pairwise,10,"{""colsample_bytree"": 1.0, ""gamma"": 0.1, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 400, ""reg_alpha"": 0.0, ""reg_lambda"": 5.0, ""subsample"": 0.85}",2017-05-05,2020-04-17,155,15500,0.242468505208816,0.2422682268226822,0.1295165270037878,0.9612903225806452,0.0387096774193548,1.8721047484675435,13.499939327278684,0.8486620061895795,0.819171651710404,0.7962720363497688,0.0446459526920759,0.0362153253979399,-0.0068885872458623,-0.0059768847061333,0.0515345399379382,0.0421922101040732,155,0.0921770375582479,0.0797647764776477,0.0882928292829282,0.096499884744122,0.8,0.2,0.8265789818210776,5.960545804353424,0.566401833856216,0.5889925934456135,0.5702633713529219,0.0133482284525362,0.0226982253028157,0.0094734083632709,0.0022080443969023,0.0038748200892652,0.0204901809059134,5,0.0834002181887626,5,0.1627037287311682,0.0834002181887626
xgbranker_20200605,XGBRanker,2020-06-05,moderate_and_strong,20,"[""signed_volume_pressure_20"", ""return_volume_corr_20"", ""volume_cv_20"", ""ret_1d"", ""ret_5d"", ""vol_ratio_5_20"", ""overnight_gap"", ""volume_zscore_20"", ""close_location_value"", ""intraday_return"", ""ret_120d"", ""ema20_60_spread"", ""body_range_ratio"", ""ret_60d"", ""amihud_illiq_20"", ""breakout_position_60"", ""realized_vol_5"", ""rsi14_centered"", ""ema60_distance"", ""overnight_vol_20""]",rank:pairwise,10,"{""colsample_bytree"": 1.0, ""gamma"": 0.1, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 400, ""reg_alpha"": 0.0, ""reg_lambda"": 5.0, ""subsample"": 0.85}",2017-06-09,2020-05-22,155,15500,0.2333117752322495,0.2402880288028802,0.1460763674534705,0.9419354838709676,0.0580645161290322,1.5971904237457568,11.517503938990766,0.8418463610512416,0.8190589772430021,0.7953090496415338,0.0432290570446783,0.0378916570707471,-0.0038865614086094,-0.0051067626711853,0.0471156184532877,0.0429984197419324,155,0.0907129654480565,0.0612090446484961,0.092025202520252,0.1138692917882862,0.75,0.25,0.5375377653380005,3.87623995084898,0.5592171631280903,0.579491783794992,0.5786340665907899,0.0005683319842834,0.0077409087451592,-0.0087344294881755,-0.0041826619343234,0.0093027614724589,0.0119235706794826,4,0.0819074772298336,4,0.1721027305837534,0.0819074772298336
xgbranker_20200702,XGBRanker,2020-07-02,moderate_and_strong,20,"[""signed_volume_pressure_20"", ""return_volume_corr_20"", ""volume_cv_20"", ""ret_1d"", ""ret_5d"", ""vol_ratio_5_20"", ""overnight_gap"", ""volume_zscore_20"", ""close_location_value"", ""intraday_return"", ""ret_120d"", ""ema20_60_spread"", ""body_range_ratio"", ""ret_60d"", ""amihud_illiq_20"", ""breakout_position_60"", ""realized_vol_5"", ""rsi14_centered"", ""ema60_distance"", ""overnight_vol_20""]",rank:pairwise,10,"{""colsample_bytree"": 1.0, ""gamma"": 0.1, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 400, ""reg_alpha"": 0.0, ""reg_lambda"": 5.0, ""subsample"": 0.85}",2017-07-07,2020-06-19,155,15500,0.2690974332359963,0.2593699369936993,0.1295719964546358,0.9741935483870968,0.0258064516129032,2.0768178356363403,14.976146392369936,0.8515805395324294,0.8181403739500129,0.8000862024414988,0.0459745669030626,0.0373847323262101,-0.0056399051436127,-0.0056857582121113,0.0516144720466754,0.0430704905383214,155,0.0780597758148947,0.0032475247524752,0.0115451545154515,0.1343907758096356,0.6,0.4,0.0241647890854902,0.1742547722170154,0.4431261586129437,0.4487206902115834,0.4927155346789996,-1.663375732728692e-05,0.002778801028612,0.0043442008902181,0.0051901522486736,-0.0043608346475453,-0.0024113512200616,5,0.0760253578424453,5,0.2658499084835211,0.0760253578424453
xgbranker_20200807,XGBRanker,2020-08-07,moderate_and_strong,20,"[""signed_volume_pressure_20"", ""return_volume_corr_20"", ""volume_cv_20"", ""ret_1d"", ""ret_5d"", ""vol_ratio_5_20"", ""overnight_gap"", ""volume_zscore_20"", ""close_location_value"", ""intraday_return"", ""ret_120d"", ""ema20_60_spread"", ""body_range_ratio"", ""ret_60d"", ""amihud_illiq_20"", ""breakout_position_60"", ""realized_vol_5"", ""rsi14_centered"", ""ema60_distance"", ""overnight_vol_20""]",rank:pairwise,10,"{""colsample_bytree"": 1.0, ""gamma"": 0.1, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 400, ""reg_alpha"": 0.0, ""reg_lambda"": 5.0, ""subsample"": 0.85}",2017-08-11,2020-07-24,155,15500,0.2838149675047882,0.29004500450045,0.1372934649590825,0.9741935483870968,0.0258064516129032,2.0672139609075595,14.906891866814432,0.8392644018337299,0.814975919159321,0.8004209107780176,0.0445867713306426,0.039077330765638,-0.0086086039286514,-0.0089754716411081,0.053195375259294,0.0480528024067462,155,0.072444742461366,-0.1504260426042604,-0.1648724872487248,0.0665663081022534,0.0,1.0,-2.25979248200439,-16.29559533154973,0.4451418022710729,0.4295446809183899,0.4555927394796133,-0.0105768373546878,-0.0132190747622283,0.0130376503446389,0.0071262337831851,-0.0236144876993267,-0.0203453085454135,4,0.066632455214858,4,0.4342410101090486,0.066632455214858
xgbranker_20200904,XGBRanker,2020-09-04,moderate_and_strong,20,"[""signed_volume_pressure_20"", ""return_volume_corr_20"", ""volume_cv_20"", ""ret_1d"", ""ret_5d"", ""vol_ratio_5_20"", ""overnight_gap"", ""volume_zscore_20"", ""close_location_value"", ""intraday_return"", ""ret_120d"", ""ema20_60_spread"", ""body_range_ratio"", ""ret_60d"", ""amihud_illiq_20"", ""breakout_position_60"", ""realized_vol_5"", ""rsi14_centered"", ""ema60_distance"", ""overnight_vol_20""]",rank:pairwise,10,"{""colsample_bytree"": 1.0, ""gamma"": 0.1, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 400, ""reg_alpha"": 0.0, ""reg_lambda"": 5.0, ""subsample"": 0.85}",2017-09-08,2020-08-21,155,15500,0.28151839775639,0.2703030303030302,0.1359812074719043,0.9870967741935484,0.0129032258064516,2.070274290030523,14.928960213959714,0.837644578047206,0.8153931611684531,0.802147646331162,0.0472629725828492,0.040513687196669,-0.0059535989962394,-0.007282937412589,0.0532165715790886,0.047796624609258,155,0.0690240954679827,0.0458955895589558,0.0539213921392139,0.1726304479989047,0.75,0.25,0.2658603397660595,1.917146174277611,0.5332518250823054,0.5487860574075705,0.5824102173403195,0.0048460355781742,0.0044867826284182,-0.0093962036308956,-0.0092710622916201,0.0142422392090698,0.0137578449200384,4,0.0567817091941833,4,0.2356228081974341,0.0567817091941833
xgbranker_20201002,XGBRanker,2020-10-02,moderate_and_strong,20,"[""signed_volume_pressure_20"", ""return_volume_corr_20"", ""volume_cv_20"", ""ret_1d"", ""ret_5d"", ""vol_ratio_5_20"", ""overnight_gap"", ""volume_zscore_20"", ""close_location_value"", ""intraday_return"", ""ret_120d"", ""ema20_60_spread"", ""body_range_ratio"", ""ret_60d"", ""amihud_illiq_20"", ""breakout_position_60"", ""realized_vol_5"", ""rsi14_centered"", ""ema60_distance"", ""overnight_vol_20""]",rank:pairwise,10,"{""colsample_bytree"": 1.0, ""gamma"": 0.1, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 400, ""reg_alpha"": 0.0, ""reg_lambda"": 5.0, ""subsample"": 0.85}",2017-10-06,2020-09-18,155,15500,0.2630989215016504,0.2676267626762675,0.1283954608997967,0.9870967741935484,0.0129032258064516,2.0491294603239893,14.77648267852399,0.8471274477049169,0.8218363555364647,0.8038026223785806,0.0472117458884099,0.0405927669955831,-0.0064878259577052,-0.0049489792292748,0.0536995718461152,0.0455417462248579,155,0.0952948719022735,0.0847020702070207,0.0704830483048304,0.0865026147491777,0.8,0.2,0.9791850853598136,7.061004066868781,0.5466122858019069,0.5719801280771182,0.5815346063532474,0.014211174225403,0.0100832393663442,-0.005946479990781,-0.0113430120284367,0.020157654216184,0.021426251394781,5,0.0894360691308975,5,0.1783968512946296,0.0894360691308975
xgbranker_20201106,XGBRanker,2020-11-06,moderate_and_strong,20,"[""signed_volume_pressure_20"", ""return_volume_corr_20"", ""volume_cv_20"", ""ret_1d"", ""ret_5d"", ""vol_ratio_5_20"", ""overnight_gap"", ""volume_zscore_20"", ""close_location_value"", ""intraday_return"", ""ret_120d"", ""ema20_60_spread"", ""body_range_ratio"", ""ret_60d"", ""amihud_illiq_20"", ""breakout_position_60"", ""realized_vol_5"", ""rsi14_centered"", ""ema60_distance"", ""overnight_vol_20""]",rank:pairwise,10,"{""colsample_bytree"": 1.0, ""gamma"": 0.1, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 400, ""reg_alpha"": 0.0, ""reg_lambda"": 5.0, ""subsample"": 0.85}",2017-11-10,2020-10-23,155,15500,0.2729885622626844,0.2618421842184218,0.1478498577727434,0.9612903225806452,0.0387096774193548,1.8463904286082489,13.314510729745946,0.8330640483959555,0.8149380712706042,0.8017832093225034,0.0436829501681831,0.0392312228955721,-0.0085801041653881,-0.0075287219496268,0.0522630543335712,0.046759944845199,155,0.0722437697793206,0.0282538253825382,0.0297629762976297,0.0742651377901171,0.5,0.5,0.3804453371161472,2.743430340966904,0.6266267939695147,0.5830481739160513,0.5664140326902698,0.0273715432270168,0.0218233119879023,0.0188079206711811,0.007318917106033,0.0085636225558357,0.0145043948818693,4,0.0652777729555964,4,0.2447347368801461,0.0652777729555964
xgbranker_20201204,XGBRanker,2020-12-04,moderate_and_strong,20,"[""signed_volume_pressure_20"", ""return_volume_corr_20"", ""volume_cv_20"", ""ret_1d"", ""ret_5d"", ""vol_ratio_5_20"", ""overnight_gap"", ""volume_zscore_20"", ""close_location_value"", ""intraday_return"", ""ret_120d"", ""ema20_60_spread"", ""body_range_ratio"", ""ret_60d"", ""amihud_illiq_20"", ""breakout_position_60"", ""realized_vol_5"", ""rsi14_centered"", ""ema60_distance"", ""overnight_vol_20""]",rank:pairwise,10,"{""colsample_bytree"": 1.0, ""gamma"": 0.1, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 400, ""reg_alpha"": 0.0, ""reg_lambda"": 5.0, ""subsample"": 0.85}",2017-12-08,2020-11-20,155,15500,0.2772766755153757,0.2702310231023102,0.1302016358295675,0.9741935483870968,0.0258064516129032,2.1295944075412985,15.356723664663011,0.8390778240081608,0.8201351127982945,0.8031113633188219,0.0459543677092566,0.0409031557718755,-0.0054234917044659,-0.0052888613239108,0.0513778594137225,0.0461920170957864,155,0.1031577067750115,0.0298181818181818,0.0089768976897689,0.1435645553519491,0.6,0.4,0.2076987717830658,1.4977371430294744,0.5097181555793133,0.5103902213550513,0.5200123297786716,0.0063870345860054,0.003648498070072,-0.0013423815535465,0.0041846027267515,0.007729416139552,-0.0005361046566794,5,0.1131558164954185,5,0.2474584936971939,0.1131558164954185
xgbranker_20210108,XGBRanker,2021-01-08,moderate_and_strong,20,"[""signed_volume_pressure_20"", ""return_volume_corr_20"", ""volume_cv_20"", ""ret_1d"", ""ret_5d"", ""vol_ratio_5_20"", ""overnight_gap"", ""volume_zscore_20"", ""close_location_value"", ""intraday_return"", ""ret_120d"", ""ema20_60_spread"", ""body_range_ratio"", ""ret_60d"", ""amihud_illiq_20"", ""breakout_position_60"", ""realized_vol_5"", ""rsi14_centered"", ""ema60_distance"", ""overnight_vol_20""]",rank:pairwise,10,"{""colsample_bytree"": 1.0, ""gamma"": 0.1, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 400, ""reg_alpha"": 0.0, ""reg_lambda"": 5.0, ""subsample"": 0.85}",2018-01-12,2020-12-24,155,15500,0.2669400770124445,0.2602100210021001,0.1295595641602027,0.9806451612903224,0.0193548387096774,2.0603656607116108,14.857508071801906,0.8351970385863857,0.8187751193371041,0.8033722733409254,0.0453529244254359,0.0403982283864043,-0.0048773860427523,-0.0030619657452575,0.0502303104681883,0.0434601941316619,155,0.1290779635310173,0.0644884488448844,-0.0228862886288628,0.1972536841077718,0.5,0.5,0.326931530514028,2.357536793668496,0.5650104704189498,0.5905529912225012,0.5978377246132244,0.0230301203914112,0.0279256988678577,0.002862576643694,0.0079979425241634,0.0201675437477172,0.0199277563436942,4,0.0900194216519594,4,0.20245162816756,0.0900194216519594
xgbranker_20210205,XGBRanker,2021-02-05,moderate_and_strong,20,"[""signed_volume_pressure_20"", ""return_volume_corr_20"", ""volume_cv_20"", ""ret_1d"", ""ret_5d"", ""vol_ratio_5_20"", ""overnight_gap"", ""volume_zscore_20"", ""close_location_value"", ""intraday_return"", ""ret_120d"", ""ema20_60_spread"", ""body_range_ratio"", ""ret_60d"", ""amihud_illiq_20"", ""breakout_position_60"", ""realized_vol_5"", ""rsi14_centered"", ""ema60_distance"", ""overnight_vol_20""]",rank:pairwise,10,"{""colsample_bytree"": 1.0, ""gamma"": 0.1, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 400, ""reg_alpha"": 0.0, ""reg_lambda"": 5.0, ""subsample"": 0.85}",2018-02-09,2021-01-22,155,15500,0.2582834542300957,0.2479447944794479,0.1409036812868042,0.9806451612903224,0.0193548387096774,1.833049724970416,13.218309547711996,0.8444286846168494,0.8143352183405748,0.7972638548839546,0.0490525744327077,0.0406551792774884,-0.0064943398835663,-0.006536216027444,0.0555469143162741,0.0471913953049325,155,0.0801199818811109,0.0787728772877287,0.0693429342934293,0.0664094953761358,1.0,0.0,1.1861688880719254,8.553585494606866,0.4163267480985934,0.5141528171949441,0.5239139947911479,-0.0155769273215053,0.0029584224596055,-0.0155303349473038,-0.0089082554675933,-4.659237420149079e-05,0.0118666779271989,4,0.0817107129842042,4,0.1795105769423669,0.0817107129842042
xgbranker_20210305,XGBRanker,2021-03-05,moderate_and_strong,20,"[""signed_volume_pressure_20"", ""return_volume_corr_20"", ""volume_cv_20"", ""ret_1d"", ""ret_5d"", ""vol_ratio_5_20"", ""overnight_gap"", ""volume_zscore_20"", ""close_location_value"", ""intraday_return"", ""ret_120d"", ""ema20_60_spread"", ""body_range_ratio"", ""ret_60d"", ""amihud_illiq_20"", ""breakout_position_60"", ""realized_vol_5"", ""rsi14_centered"", ""ema60_distance"", ""overnight_vol_20""]",rank:pairwise,10,"{""colsample_bytree"": 1.0, ""gamma"": 0.1, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 400, ""reg_alpha"": 0.0, ""reg_lambda"": 5.0, ""subsample"": 0.85}",2018-03-09,2021-02-19,155,15500,0.2740185003648958,0.2662706270627062,0.1386110159634902,0.9612903225806452,0.0387096774193548,1.97688833358722,14.255544505230562,0.8508461238735676,0.824241887718422,0.806226522033826,0.0528556896010145,0.04513584981513,-0.0070836077950075,-0.0055101556663096,0.059939297396022,0.0506460054814396,155,0.091622015905957,-0.168040804080408,-0.186030603060306,0.1764516965769753,0.25,0.75,-0.9523331729888006,-6.867372173072876,0.4528382354300529,0.4765906610439479,0.4943338564124241,-0.0016495490958363,0.0033503730982144,0.006205330518871,0.0159497351210096,-0.0078548796147073,-0.0125993620227951,4,0.0896571110934019,4,0.4420593044453038,0.0896571110934019
xgbranker_20210401,XGBRanker,2021-04-01,moderate_and_strong,20,"[""signed_volume_pressure_20"", ""return_volume_corr_20"", ""volume_cv_20"", ""ret_1d"", ""ret_5d"", ""vol_ratio_5_20"", ""overnight_gap"", ""volume_zscore_20"", ""close_location_value"", ""intraday_return"", ""ret_120d"", ""ema20_60_spread"", ""body_range_ratio"", ""ret_60d"", ""amihud_illiq_20"", ""breakout_position_60"", ""realized_vol_5"", ""rsi14_centered"", ""ema60_distance"", ""overnight_vol_20""]",rank:pairwise,10,"{""colsample_bytree"": 1.0, ""gamma"": 0.1, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 400, ""reg_alpha"": 0.0, ""reg_lambda"": 5.0, ""subsample"": 0.85}",2018-04-06,2021-03-19,155,15500,0.2804931498522107,0.269102910291029,0.1255388070503669,0.9806451612903224,0.0193548387096774,2.234314284503876,16.11186943656072,0.8224302597773698,0.8083331011445186,0.7965123227389098,0.0484067949537377,0.0425303613323035,-0.0061935795293909,-0.0071404331879589,0.0546003744831286,0.0496707945202624,155,0.0855263211554096,-0.0702094209420941,-0.0425562556255625,0.1058682990893376,0.2,0.8,-0.6631769995931222,-4.782237353482726,0.5490097540014806,0.5245972545850892,0.5055095960701719,0.0158686536759877,0.0085276182775426,0.0159005099134996,0.01356596602567,-3.1856237511884713e-05,-0.0050383477481273,5,0.0655421786010265,5,0.3507025707943049,0.0655421786010265
