mean_rank_ic,median_rank_ic,rank_ic_std,positive_ic_ratio,negative_ic_ratio,icir,annualized_icir,ndcg5,ndcg10,ndcg20,top5_return,top10_return,bottom5_return,bottom10_return,top5_bottom5_spread,top10_bottom10_spread,prediction_score_std,number_of_weeks,number_of_monthly_models
-0.0007566651932301274,-0.0036003600360036,0.12784812495691109,0.49122807017543857,0.5087719298245614,-0.005918469226554147,-0.042678688537193345,0.5000752747187994,0.5025593108592954,0.5210679865004612,-0.00020972590433885742,0.00046305676556488963,0.0005652245967861033,0.0007783214828203379,-0.0007749505011249604,-0.0003152647172554478,0.08225711497634575,399,92
