year,mean_rank_ic,median_rank_ic,rank_ic_std,positive_ic_ratio,negative_ic_ratio,icir,annualized_icir,mean_ndcg5,mean_ndcg10,mean_ndcg20,mean_top5_return,mean_top10_return,mean_top5_bottom5_spread,mean_top10_bottom10_spread,number_of_dates
2024,0.0018462191000148708,-0.014161457838703635,0.12791034704715337,0.46153846153846156,0.5384615384615384,0.014433696277395552,0.10408286404524673,0.4802767361910051,0.4850134291110437,0.5090601580364201,-0.002494200816682503,-0.0016528149533683797,-0.0013242465352253014,-0.0008253584107589553,52
2025,0.006510101455204326,-0.0059226100288596265,0.13688380513965692,0.46153846153846156,0.5384615384615384,0.04755932557954783,0.34295517400709163,0.5207141641633006,0.5096495214338017,0.5220216638094629,0.0007671106356355998,0.0005423391972669536,6.417205879054744e-05,0.0009820355965349033,52
2026,0.0045218082128949365,-0.016117611761176116,0.1373220854303371,0.4411764705882353,0.5588235294117647,0.032928484873533545,0.2374506812697311,0.48545547282708423,0.4960013574554795,0.5131052311525399,-0.00031418650754780044,0.002355722957764623,0.0012830543567282058,0.002270434157473062,34
