factor_set_name,number_of_features,objective,n_relevance_bins,param_id,hyperparameters,validation_mean_rank_ic,validation_median_rank_ic,validation_rank_ic_std,validation_positive_ic_ratio,validation_negative_ic_ratio,validation_icir,validation_annualized_icir,validation_ndcg5,validation_ndcg10,validation_ndcg20,validation_top5_return,validation_top10_return,validation_top5_bottom5_spread,validation_top10_bottom10_spread,validation_number_of_dates,oos_mean_rank_ic,oos_median_rank_ic,oos_rank_ic_std,oos_positive_ic_ratio,oos_negative_ic_ratio,oos_icir,oos_annualized_icir,oos_ndcg5,oos_ndcg10,oos_ndcg20,oos_top5_return,oos_top10_return,oos_top5_bottom5_spread,oos_top10_bottom10_spread,oos_number_of_dates
top_8,8,rank:pairwise,10,3,"{""colsample_bytree"": 1.0, ""gamma"": 0.1, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 400, ""reg_alpha"": 0.0, ""reg_lambda"": 5.0, ""subsample"": 0.85}",0.01666536423317563,0.01661001446209085,0.12795306694048766,0.5384615384615384,0.46153846153846156,0.13024591462842286,0.9392166472249678,0.5209496115886922,0.5171447678455607,0.5409894313002038,0.0010832654612213828,0.0009486117689433236,0.0004022465776817328,0.000610035861725303,104,0.004262827160216129,-0.010201191358752462,0.13271095794415644,0.45652173913043476,0.5434782608695652,0.0321211392506856,0.23162882918933173,0.4967899485111939,0.4970037650856396,0.5149408159070455,-0.0007281958744280013,0.0001619553713530654,-0.00015869583076701615,0.0006184201088002421,138
